2022-07-07 08:49:10.3497 | 7f7ca0fe-048d-4883-b044-726cc639f700 | DEBUG | dotnet | 103 | 00694 | http://dp-my-sit01.kong/bpm/bpmutils/  | Chailease.Core.Commencement.API.Adapter.BPM.BPMAdapter..ctor:42
2022-07-07 08:49:10.3497 | 7f7ca0fe-048d-4883-b044-726cc639f700 | DEBUG | dotnet | 103 | 00694 | {"FormNo":"CMGC20220707001","SystemId":5,"CompanyId":92,"CaseNo":"H227000569VA3","ProcessInstanceId":"244106","RiskColumModification":true,"UpdateUserNo":"00694","UpdateDeptId":20626,"Remark":"yang ok","IsDisbursementTabChanged":false}  | Chailease.Core.Commencement.API.Controllers.AmendingController.ApproveAsync:145
2022-07-07 08:49:10.3497 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Entity Framework Core 5.0.4 initialized 'CommencementContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None  | Microsoft.EntityFrameworkCore.Diagnostics.CoreLoggerExtensions.ContextInitialized:0
2022-07-07 08:49:10.3556 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (3ms) [Parameters=[@__companyId_0='?' (DbType = Int32), @__caseNo_1='?' (Size = 20) (DbType = AnsiString)], CommandType='Text', CommandTimeout='30'] SELECT TOP(1) [c].[CommencementCaseId] FROM [commencement].[CommencementCase] AS [c] WHERE ([c].[CompanyId] = @__companyId_0) AND ([c].[CaseNo] = @__caseNo_1)  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3747 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (17ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32), @__commencementCaseId_1='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT TOP(1) [t1].[FormNo], [t1].[ProcessDefinitionKey], [t1].[ProcessInstanceId], [t1].[TaskDefKey], [t1].[StatusCode], [t1].[ApplyTime], [t1].[ApplyDeptId], [t1].[ApplyUserNo], [t1].[OperationType] FROM (     SELECT [c].[FormNo], [c].[ProcessDefinitionKey], [c].[ProcessInstanceId], [c].[TaskDefKey], [c].[StatusCode], [c].[ApplyTime], [c].[ApplyDeptId], [c].[ApplyUserNo], 0 AS [OperationType]     FROM [commencement].[CommencementApplication] AS [c]     WHERE ([c].[CommencementCaseId] = @__commencementCaseId_0) AND ([c].[StatusCode] <> N'Cancellation')     UNION ALL     SELECT [r].[FormNo], [r].[ProcessDefinitionKey], [r].[ProcessInstanceId], [r].[TaskDefKey], [r].[StatusCode], [r].[ApplyTime], [r].[ApplyDeptId], [r].[ApplyUserNo], 2 AS [OperationType]     FROM [commencement].[ReverseApplication] AS [r]     WHERE ([r].[CommencementCaseId] = @__commencementCaseId_0) AND ([r].[StatusCode] <> N'Cancellation')     UNION ALL     SELECT [a].[FormNo], [a].[ProcessDefinitionKey], [a].[ProcessInstanceId], [a].[TaskDefKey], [a].[StatusCode], [a].[ApplyTime], [a].[ApplyDeptId], [a].[ApplyUserNo], 1 AS [OperationType]     FROM [commencement].[AmendingApplication] AS [a]     WHERE (([a].[CommencementCaseId] = @__commencementCaseId_0) AND ([a].[StatusCode] <> N'Cancellation')) AND ([a].[StatusCode] <> N'Rejection')     UNION ALL     SELECT [r0].[FormNo], [r0].[ProcessDefinitionKey], [r0].[ProcessInstanceId], [r0].[TaskDefKey], [r0].[StatusCode], [r0].[ApplyTime], [r0].[ApplyDeptId], [r0].[ApplyUserNo], 3 AS [OperationType]     FROM [commencement].[RepaymentApplication] AS [r0]     WHERE (([r0].[CommencementCaseId] = @__commencementCaseId_1) AND ([r0].[StatusCode] <> N'Cancellation')) AND ([r0].[StatusCode] <> N'Rejection') ) AS [t1] ORDER BY [t1].[ApplyTime] DESC  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3786 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [t].[CommencementCaseId], [t].[AccountingExchangeRate], [t].[AgentCode], [t].[AgentName], [t].[AgreementNo], [t].[AgreementSignedDate], [t].[AnnualPercentageRate], [t].[ApprovalDate], [t].[CaseNo], [t].[CifNo], [t].[CifVersion], [t].[CommencementDate], [t].[Comment], [t].[CompanyId], [t].[ContractExpiryDate], [t].[ContractFormat], [t].[ContractNo], [t].[CreateTime], [t].[CreateUserNo], [t].[CreditDeptId], [t].[CreditOfficer], [t].[CreditRemark], [t].[CreditVersion], [t].[CumulativeExtension], [t].[Currency], [t].[DealerCode], [t].[DealerName], [t].[DisbursementDate], [t].[DisbursementOriginNo], [t].[ExpirationDate], [t].[FinanceAmount], [t].[FinancialRate], [t].[FinancialRateBonus], [t].[FlatRate], [t].[IdentificationType], [t].[IdentityNo], [t].[IdentityType], [t].[InitSalesDeptId], [t].[InitSalesOfficer], [t].[InvoiceDate], [t].[MainStatus], [t].[NetIrr], [t].[Npv], [t].[NpvBonus], [t].[NpvRatio], [t].[OriginNetIrr], [t].[OriginNpv], [t].[OriginNpvBonus], [t].[OriginNpvRatio], [t].[OriginRealIrr], [t].[PreviousCifVersion], [t].[ProductCode], [t].[ProductVersion], [t].[QuotesType], [t].[RealIrr], [t].[Refinance], [t].[Remark], [t].[SalesBookingDate], [t].[SalesDeptId], [t].[SalesOfficer], [t].[SettlementContract], [t].[SettlementDate], [t].[SourceKeyForMainAndAH], [t].[SubStatus], [t].[TerminationDate], [t].[Terms], [t].[TotalAmount], [t].[TypeOfConstitution], [t].[UpdateTime], [t].[UpdateUserNo], [t].[WriteOffDate], [t].[CustomerInformationId], [t].[BillingAddressLevel1], [t].[BillingAddressLevel2], [t].[BillingAddressLevel3], [t].[BillingAddressLevel4], [t].[BillingAddressLevel5], [t].[CivilServant], [t].[CommencementCaseId0], [t].[ContactPhone], [t].[CreateTime0], [t].[CreateUserNo0], [t].[Email], [t].[EmployerName], [t].[InvoiceRegistrationNumber], [t].[InvoiceTitle], [t].[InvoicingAddressLevel1], [t].[InvoicingAddressLevel2], [t].[InvoicingAddressLevel3], [t].[InvoicingAddressLevel4], [t].[InvoicingAddressLevel5], [t].[LengthOfEmployment], [t].[MobilePhone2], [t].[MonthlyIncome], [t].[Occupation], [t].[Position], [t].[RegisteredPhone], [t].[SendInvoice], [t].[Telephone], [t].[UpdateTime0], [t].[UpdateUserNo0], [t].[WorkAddressLevel1], [t].[WorkAddressLevel2], [t].[WorkAddressLevel3], [t].[WorkAddressLevel4], [t].[WorkAddressLevel5], [t].[WorkFaxNo], [t].[WorkPhoneNo], [t].[WorkingInSingapore], [t].[RsRepaymentInfoId], [t].[AutoDebitReferenceNo], [t].[ChequeShareSum], [t].[CommencementCaseId1], [t].[CreateTime1], [t].[CreateUserNo1], [t].[FirstPaymentDate], [t].[MustAutoDebit], [t].[PayByEndOfMonth], [t].[PaymentFrequency], [t].[PaymentMethod], [t].[PaymentTiming], [t].[Terms0], [t].[UpdateTime1], [t].[UpdateUserNo1], [t].[VirtualBankCode], [t].[VirtualPaymentAccount], [t].[WingAccountId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c].[AccountingExchangeRate], [c].[AgentCode], [c].[AgentName], [c].[AgreementNo], [c].[AgreementSignedDate], [c].[AnnualPercentageRate], [c].[ApprovalDate], [c].[CaseNo], [c].[CifNo], [c].[CifVersion], [c].[CommencementDate], [c].[Comment], [c].[CompanyId], [c].[ContractExpiryDate], [c].[ContractFormat], [c].[ContractNo], [c].[CreateTime], [c].[CreateUserNo], [c].[CreditDeptId], [c].[CreditOfficer], [c].[CreditRemark], [c].[CreditVersion], [c].[CumulativeExtension], [c].[Currency], [c].[DealerCode], [c].[DealerName], [c].[DisbursementDate], [c].[DisbursementOriginNo], [c].[ExpirationDate], [c].[FinanceAmount], [c].[FinancialRate], [c].[FinancialRateBonus], [c].[FlatRate], [c].[IdentificationType], [c].[IdentityNo], [c].[IdentityType], [c].[InitSalesDeptId], [c].[InitSalesOfficer], [c].[InvoiceDate], [c].[MainStatus], [c].[NetIrr], [c].[Npv], [c].[NpvBonus], [c].[NpvRatio], [c].[OriginNetIrr], [c].[OriginNpv], [c].[OriginNpvBonus], [c].[OriginNpvRatio], [c].[OriginRealIrr], [c].[PreviousCifVersion], [c].[ProductCode], [c].[ProductVersion], [c].[QuotesType], [c].[RealIrr], [c].[Refinance], [c].[Remark], [c].[SalesBookingDate], [c].[SalesDeptId], [c].[SalesOfficer], [c].[SettlementContract], [c].[SettlementDate], [c].[SourceKeyForMainAndAH], [c].[SubStatus], [c].[TerminationDate], [c].[Terms], [c].[TotalAmount], [c].[TypeOfConstitution], [c].[UpdateTime], [c].[UpdateUserNo], [c].[WriteOffDate], [c0].[CustomerInformationId], [c0].[BillingAddressLevel1], [c0].[BillingAddressLevel2], [c0].[BillingAddressLevel3], [c0].[BillingAddressLevel4], [c0].[BillingAddressLevel5], [c0].[CivilServant], [c0].[CommencementCaseId] AS [CommencementCaseId0], [c0].[ContactPhone], [c0].[CreateTime] AS [CreateTime0], [c0].[CreateUserNo] AS [CreateUserNo0], [c0].[Email], [c0].[EmployerName], [c0].[InvoiceRegistrationNumber], [c0].[InvoiceTitle], [c0].[InvoicingAddressLevel1], [c0].[InvoicingAddressLevel2], [c0].[InvoicingAddressLevel3], [c0].[InvoicingAddressLevel4], [c0].[InvoicingAddressLevel5], [c0].[LengthOfEmployment], [c0].[MobilePhone2], [c0].[MonthlyIncome], [c0].[Occupation], [c0].[Position], [c0].[RegisteredPhone], [c0].[SendInvoice], [c0].[Telephone], [c0].[UpdateTime] AS [UpdateTime0], [c0].[UpdateUserNo] AS [UpdateUserNo0], [c0].[WorkAddressLevel1], [c0].[WorkAddressLevel2], [c0].[WorkAddressLevel3], [c0].[WorkAddressLevel4], [c0].[WorkAddressLevel5], [c0].[WorkFaxNo], [c0].[WorkPhoneNo], [c0].[WorkingInSingapore], [r].[RsRepaymentInfoId], [r].[AutoDebitReferenceNo], [r].[ChequeShareSum], [r].[CommencementCaseId] AS [CommencementCaseId1], [r].[CreateTime] AS [CreateTime1], [r].[CreateUserNo] AS [CreateUserNo1], [r].[FirstPaymentDate], [r].[MustAutoDebit], [r].[PayByEndOfMonth], [r].[PaymentFrequency], [r].[PaymentMethod], [r].[PaymentTiming], [r].[Terms] AS [Terms0], [r].[UpdateTime] AS [UpdateTime1], [r].[UpdateUserNo] AS [UpdateUserNo1], [r].[VirtualBankCode], [r].[VirtualPaymentAccount], [r].[WingAccountId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3786 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [b].[BusinessPartnerId], [b].[CommencementCaseId], [b].[CreateTime], [b].[CreateUserNo], [b].[NRICNo], [b].[PartnerName], [b].[UpdateTime], [b].[UpdateUserNo], [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c0].[CustomerInformationId], [r].[RsRepaymentInfoId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] INNER JOIN [commencement].[BusinessPartner] AS [b] ON [t].[CommencementCaseId] = [b].[CommencementCaseId] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3838 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [c1].[CheckListId], [c1].[CommencementCaseId], [c1].[CreateTime], [c1].[CreateUserNo], [c1].[Description], [c1].[IsCheck], [c1].[ProcessControl], [c1].[SeqId], [c1].[SortNo], [c1].[SubItemName], [c1].[SubSeqId], [c1].[SubSortNo], [c1].[UpdateTime], [c1].[UpdateUserNo], [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c0].[CustomerInformationId], [r].[RsRepaymentInfoId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] INNER JOIN [commencement].[CheckList] AS [c1] ON [t].[CommencementCaseId] = [c1].[CommencementCaseId] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3865 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [c1].[ChequeId], [c1].[AccountNo], [c1].[Amount], [c1].[ChequeDate], [c1].[ChequeNo], [c1].[CommencementCaseId], [c1].[CreateTime], [c1].[CreateUserNo], [c1].[DraweeBank], [c1].[DrawerCode], [c1].[DrawerName], [c1].[LumpSum], [c1].[SeqId], [c1].[StatusOfCheck], [c1].[Type], [c1].[UpdateTime], [c1].[UpdateUserNo], [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c0].[CustomerInformationId], [r].[RsRepaymentInfoId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] INNER JOIN [commencement].[Cheque] AS [c1] ON [t].[CommencementCaseId] = [c1].[CommencementCaseId] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3865 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [t0].[CoCollateralMasterId], [t0].[CaseNo], [t0].[CollateralCategory], [t0].[CollateralLienSetting], [t0].[CollateralProperty], [t0].[CollateralStatus], [t0].[CollateralType], [t0].[CommencementCaseId], [t0].[CompanyId], [t0].[CreateTime], [t0].[CreateUserNo], [t0].[LegalStatusOfCollateral], [t0].[LienFilingDate], [t0].[LienSerialNo], [t0].[Purpose], [t0].[Remark], [t0].[SeqNo], [t0].[SetOffDate], [t0].[SettingComplete], [t0].[SettingCompleteDate], [t0].[SettlementDate], [t0].[UpdateTime], [t0].[UpdateUserNo], [t0].[CoVehicleId], [t0].[BodyType], [t0].[Brand], [t0].[Cap], [t0].[CarUser], [t0].[ChassisNo], [t0].[CoCollateralMasterId0], [t0].[CreateTime0], [t0].[CreateUserNo0], [t0].[DateOfManufacture], [t0].[Displacement], [t0].[DownPayment], [t0].[DriverLicenceNo], [t0].[DriverLicenceType], [t0].[EngineNo], [t0].[FuelType], [t0].[Gasoline], [t0].[GPSInstallation], [t0].[InsuranceType], [t0].[LicenseType], [t0].[Manufacturer], [t0].[Model], [t0].[PlateNo], [t0].[PurchasePrice], [t0].[RegFee], [t0].[RegistrationType], [t0].[Seats], [t0].[Ton], [t0].[Transaction_], [t0].[Transmission], [t0].[UpdateTime0], [t0].[UpdateUserNo0], [t0].[VehicleAge], [t0].[VehicleColor], [t0].[VehicleRegNo], [t0].[VehicleType], [t0].[CoRealEstateId], [t0].[Address_LV1], [t0].[Address_LV2], [t0].[Address_LV3], [t0].[Address_LV4], [t0].[Address_LV5], [t0].[BuildingSize], [t0].[CoCollateralMasterId1], [t0].[CreateTime1], [t0].[CreateUserNo1], [t0].[LandSize], [t0].[LienPriority], [t0].[MarketPrice], [t0].[Owner], [t0].[PurchasePrice0], [t0].[UpdateTime1], [t0].[UpdateUserNo1], [t0].[CoMovableAssetId], [t0].[AssetLocation], [t0].[AssetName], [t0].[Brand0], [t0].[CoCollateralMasterId2], [t0].[CountryOfOrigin], [t0].[CreateTime2], [t0].[CreateUserNo2], [t0].[Function_], [t0].[GPSInstallation0], [t0].[ManufactureYear], [t0].[MarketPrice0], [t0].[Model0], [t0].[Quantity], [t0].[RemarkforAssetPrice], [t0].[TotalPrice], [t0].[UnitPrice], [t0].[UpdateTime2], [t0].[UpdateUserNo2], [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c0].[CustomerInformationId], [r].[RsRepaymentInfoId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] INNER JOIN (     SELECT [c1].[CoCollateralMasterId], [c1].[CaseNo], [c1].[CollateralCategory], [c1].[CollateralLienSetting], [c1].[CollateralProperty], [c1].[CollateralStatus], [c1].[CollateralType], [c1].[CommencementCaseId], [c1].[CompanyId], [c1].[CreateTime], [c1].[CreateUserNo], [c1].[LegalStatusOfCollateral], [c1].[LienFilingDate], [c1].[LienSerialNo], [c1].[Purpose], [c1].[Remark], [c1].[SeqNo], [c1].[SetOffDate], [c1].[SettingComplete], [c1].[SettingCompleteDate], [c1].[SettlementDate], [c1].[UpdateTime], [c1].[UpdateUserNo], [c2].[CoVehicleId], [c2].[BodyType], [c2].[Brand], [c2].[Cap], [c2].[CarUser], [c2].[ChassisNo], [c2].[CoCollateralMasterId] AS [CoCollateralMasterId0], [c2].[CreateTime] AS [CreateTime0], [c2].[CreateUserNo] AS [CreateUserNo0], [c2].[DateOfManufacture], [c2].[Displacement], [c2].[DownPayment], [c2].[DriverLicenceNo], [c2].[DriverLicenceType], [c2].[EngineNo], [c2].[FuelType], [c2].[Gasoline], [c2].[GPSInstallation], [c2].[InsuranceType], [c2].[LicenseType], [c2].[Manufacturer], [c2].[Model], [c2].[PlateNo], [c2].[PurchasePrice], [c2].[RegFee], [c2].[RegistrationType], [c2].[Seats], [c2].[Ton], [c2].[Transaction_], [c2].[Transmission], [c2].[UpdateTime] AS [UpdateTime0], [c2].[UpdateUserNo] AS [UpdateUserNo0], [c2].[VehicleAge], [c2].[VehicleColor], [c2].[VehicleRegNo], [c2].[VehicleType], [c3].[CoRealEstateId], [c3].[Address_LV1], [c3].[Address_LV2], [c3].[Address_LV3], [c3].[Address_LV4], [c3].[Address_LV5], [c3].[BuildingSize], [c3].[CoCollateralMasterId] AS [CoCollateralMasterId1], [c3].[CreateTime] AS [CreateTime1], [c3].[CreateUserNo] AS [CreateUserNo1], [c3].[LandSize], [c3].[LienPriority], [c3].[MarketPrice], [c3].[Owner], [c3].[PurchasePrice] AS [PurchasePrice0], [c3].[UpdateTime] AS [UpdateTime1], [c3].[UpdateUserNo] AS [UpdateUserNo1], [c4].[CoMovableAssetId], [c4].[AssetLocation], [c4].[AssetName], [c4].[Brand] AS [Brand0], [c4].[CoCollateralMasterId] AS [CoCollateralMasterId2], [c4].[CountryOfOrigin], [c4].[CreateTime] AS [CreateTime2], [c4].[CreateUserNo] AS [CreateUserNo2], [c4].[Function_], [c4].[GPSInstallation] AS [GPSInstallation0], [c4].[ManufactureYear], [c4].[MarketPrice] AS [MarketPrice0], [c4].[Model] AS [Model0], [c4].[Quantity], [c4].[RemarkforAssetPrice], [c4].[TotalPrice], [c4].[UnitPrice], [c4].[UpdateTime] AS [UpdateTime2], [c4].[UpdateUserNo] AS [UpdateUserNo2]     FROM [commencement].[CoCollateralMaster] AS [c1]     LEFT JOIN [commencement].[CoVehicle] AS [c2] ON [c1].[CoCollateralMasterId] = [c2].[CoCollateralMasterId]     LEFT JOIN [commencement].[CoRealEstate] AS [c3] ON [c1].[CoCollateralMasterId] = [c3].[CoCollateralMasterId]     LEFT JOIN [commencement].[CoMovableAsset] AS [c4] ON [c1].[CoCollateralMasterId] = [c4].[CoCollateralMasterId] ) AS [t0] ON [t].[CommencementCaseId] = [t0].[CommencementCaseId] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
2022-07-07 08:49:10.3920 | 7f7ca0fe-048d-4883-b044-726cc639f700 |  INFO | dotnet | 103 | 00694 | Executed DbCommand (2ms) [Parameters=[@__commencementCaseId_0='?' (DbType = Int32)], CommandType='Text', CommandTimeout='30'] SELECT [c1].[CoInsuranceInfoId], [c1].[ActuralPremium], [c1].[ChargedPremium], [c1].[ChequeShareSum], [c1].[CollateralType], [c1].[CommencementCaseId], [c1].[CommissionSharing], [c1].[CreateTime], [c1].[CreateUserNo], [c1].[DeductStatus], [c1].[FinanceStatus], [c1].[InsuranceAmount], [c1].[InsuranceCompany], [c1].[InsuranceCompanyCode], [c1].[InsurancePlateNo], [c1].[InsuranceStatus], [c1].[InsuranceType], [c1].[PolicyEndDate], [c1].[PolicyNo], [c1].[PolicyStartDate], [c1].[PurchaseByClient], [c1].[RepaymentPlan], [c1].[RoadTax], [c1].[RoadTaxExpiryDate], [c1].[SeqNo], [c1].[UpdateTime], [c1].[UpdateUserNo], [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId] FROM (     SELECT TOP(1) [c].[CommencementCaseId], [c0].[CustomerInformationId], [r].[RsRepaymentInfoId]     FROM [commencement].[CommencementCase] AS [c]     LEFT JOIN [commencement].[CustomerInformation] AS [c0] ON [c].[CommencementCaseId] = [c0].[CommencementCaseId]     LEFT JOIN [commencement].[RsRepaymentInfo] AS [r] ON [c].[CommencementCaseId] = [r].[CommencementCaseId]     WHERE [c].[CommencementCaseId] = @__commencementCaseId_0 ) AS [t] INNER JOIN [commencement].[CoInsuranceInfo] AS [c1] ON [t].[CommencementCaseId] = [c1].[CommencementCaseId] ORDER BY [t].[CommencementCaseId], [t].[CustomerInformationId], [t].[RsRepaymentInfoId]  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0
