"@timestamp","_id","_index","_score","_type","docker.container_id","docker.container_id.keyword","kubernetes.container_name","kubernetes.container_name.keyword","kubernetes.host","kubernetes.host.keyword","kubernetes.namespace_name","kubernetes.namespace_name.keyword","kubernetes.pod_id","kubernetes.pod_id.keyword","kubernetes.pod_ip","kubernetes.pod_ip.keyword","kubernetes.pod_name","kubernetes.pod_name.keyword",log,"log.keyword",stream,"stream.keyword",tag,"tag.keyword"
"2022-08-24T02:32:35.802Z",1hyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.8020 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 136 | MY00101 | Request finished HTTP/1.1 POST http://commencement-service.ba-core/Applications/Submission application/json 26904 - 200 - application/json;+charset=utf-8 104326.9100ms  | Microsoft.AspNetCore.Hosting.HostingApplicationDiagnostics.LogRequestFinished:0",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.796Z",1RyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7959 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 136 | MY00101 | Executed DbCommand (2ms) [Parameters=[@p17='?' (DbType = Int32), @p0='?' (DbType = Int32), @p1='?' (DbType = DateTime), @p2='?' (Size = 20) (DbType = AnsiString), @p3='?' (Size = 20) (DbType = AnsiString), @p4='?' (DbType = Int32), @p5='?' (DbType = Int32), @p6='?' (DbType = DateTime), @p7='?' (Size = 20) (DbType = AnsiString), @p8='?' (Size = 64), @p9='?' (Size = 64), @p10='?' (DbType = DateTime), @p11='?' (DbType = Int64), @p12='?' (Size = 255), @p13='?' (Size = 255), @p14='?' (Size = 64), @p15='?' (DbType = DateTime), @p16='?' (Size = 20) (DbType = AnsiString)], CommandType='Text', CommandTimeout='30'] SET NOCOUNT ON; UPDATE [commencement].[CommencementApplication] SET [ApplyDeptId] = @p0, [ApplyTime] = @p1, [ApplyUserNo] = @p2, [AttachmentStatusCode] = @p3, [CommencementCaseId] = @p4, [CommencementCaseSnapshotId] = @p5, [CompletionTime] = @p6, [FormNo] = @p7, [ProcessDefinitionKey] = @p8, [ProcessInstanceId] = @p9, [SendTime] = @p10, [SMSId] = @p11, [StatusCode] = @p12, [TaskDefKey] = @p13, [TaskId] = @p14, [UpdateTime] = @p15, [UpdateUserNo] = @p16 WHERE [CommencementApplicationId] = @p17; SELECT @@ROWCOUNT;  | Microsoft.EntityFrameworkCore.Diagnostics.RelationalLoggerExtensions.LogCommandExecuted:0",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.790Z",0xyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 | DEBUG | dotnet | 104 | MY00101 | headers = {""Transfer-Encoding"":[""chunked""],""Connection"":[""keep-alive""],""X-Server-TraceId"":[""90ef0167-1598-376e-8c88-10eb93add25f""],""X-Server-Date"":[""2022-08-24T10:32:35.567+08:00""],""Date"":[""Wed, 24 Aug 2022 02:32:35 GMT""],""X-Kong-Upstream-Latency"":[""223""],""X-Kong-Proxy-Latency"":[""0""],""Via"":[""kong/2.8.1.2-enterprise-edition""]}  | Chailease.Core.Commencement.API.Adapter.BPM.BPMAdapter.CallBpmApiAsync:55",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.790Z",1ByxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 | DEBUG | dotnet | 104 | MY00101 | content = {""rtnCode"":0,""msg"":""success"",""data"":[{""taskId"":""82381"",""taskName"":""Under Review"",""taskDefKey"":""UnderReview"",""processInstanceId"":""82347"",""processDefinitionId"":""CommencementApplication:2:2406"",""createTime"":""2022-08-24T10:32:35.677+08:00"",""assignee"":""MY00242 Yee Choon Thye"",""elementType"":""Task"",""assigneeEmpNo"":""MY00242"",""processor"":[{""userNo"":""MY00242"",""userName"":""Yee Choon Thye"",""email"":""AAD015@chailease.com.tw""}]}],""isFinal"":false}  | Chailease.Core.Commencement.API.Adapter.BPM.BPMAdapter.CallBpmApiAsync:58",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.789Z",0ByxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | Received HTTP response headers after 223.9286ms - 200  | Microsoft.Extensions.Http.Logging.LoggingHttpMessageHandler+Log.RequestEnd:0","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | Received HTTP response headers after 223.9286ms - 200  | Microsoft.Extensions.Http.Logging.LoggingHttpMessageHandler+Log.RequestEnd:0",stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.789Z",0RyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | End processing HTTP request after 224.5928ms - 200  | Microsoft.Extensions.Http.Logging.LoggingScopeHttpMessageHandler+Log.RequestPipelineEnd:0","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | End processing HTTP request after 224.5928ms - 200  | Microsoft.Extensions.Http.Logging.LoggingScopeHttpMessageHandler+Log.RequestPipelineEnd:0",stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.789Z",0hyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 | DEBUG | dotnet | 104 | MY00101 | StatusCode = OK  | Chailease.Core.Commencement.API.Adapter.BPM.BPMAdapter.CallBpmApiAsync:52","2022-08-24 10:32:35.7891 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 | DEBUG | dotnet | 104 | MY00101 | StatusCode = OK  | Chailease.Core.Commencement.API.Adapter.BPM.BPMAdapter.CallBpmApiAsync:52",stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.565Z",zhyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.5634 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | Start processing HTTP request POST http://dp-my-uat01.kong/uat-ba/bpm/bpmutils/activiti/completeTask  | Microsoft.Extensions.Http.Logging.LoggingScopeHttpMessageHandler+Log.RequestPipelineStart:0",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.565Z",zxyxzYIBVXjzDYEwyrxT,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113,"core-commencement-service","core-commencement-service","aks-ephemeral-13754610-vmss000002","aks-ephemeral-13754610-vmss000002","ba-core","ba-core","a0be2a10-721d-44da-bb26-58619a625a71","a0be2a10-721d-44da-bb26-58619a625a71","10.164.60.59","10.164.60.59","core-commencement-service-9c8cc45bf-8ktgt","core-commencement-service-9c8cc45bf-8ktgt","2022-08-24 10:32:35.5634 | 5beeb364-7bf0-4553-ad8c-8911acf0e775 |  INFO | dotnet | 104 | MY00101 | Sending HTTP request POST http://dp-my-uat01.kong/uat-ba/bpm/bpmutils/activiti/completeTask  | Microsoft.Extensions.Http.Logging.LoggingHttpMessageHandler+Log.RequestStart:0",,stdout,stdout,"kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log","kubernetes.var.log.containers.core-commencement-service-9c8cc45bf-8ktgt_ba-core_core-commencement-service-798fb21f0b5b2b6ce596be736e6d0f1138f5769dd9b79a707b97e26dc1532113.log"
"2022-08-24T02:32:35.564Z",lWyxzYIBWBE2qCjz0QeE,"aks-sigv-my-uat01-consolelog-2022.08",,"_doc",16353eccd50da4a462a424daea5a8944147c70ed82c4b7f39c558e898200431b,16353eccd50da4a462a424daea5a8944147c70ed82c4b7f39c558e898200431b,"disbursement-service","disbursement-service","aks-ephemeral-13754610-vmss000000","aks-ephemeral-13754610-vmss000000","ba-disbursement","ba-disbursement","e821101a-2915-4d51-9df2-2f942bbf5b54","e821101a-2915-4d51-9df2-2f942bbf5b54","10.164.63.35","10.164.63.35","disbursement-service-596488ccf7-q89wh","disbursement-service-596488ccf7-q89wh","[2022-08-24 10:32:35.5631][5beeb364-7bf0-4553-ad8c-8911acf0e775][][Info] disbursement-service-596488ccf7-q89wh | dotnet | 71 | Microsoft.AspNetCore.Hosting.HostingApplicationDiagnostics.LogRequestFinished[0] | <ProcessRequests>d__223`1.MoveNext => HostingApplication.DisposeContext => HostingApplicationDiagnostics.LogRequestFinished | Request finished HTTP/1.1 POST http://disbursement-service.ba-disbursement/Disbursement/UpdateAccountingSettingFunds application/json 260 - 200 - application/json;+charset=utf-8 1980.7152ms ",,stdout,stdout,"kubernetes.var.log.containers.disbursement-service-596488ccf7-q89wh_ba-disbursement_disbursement-service-16353eccd50da4a462a424daea5a8944147c70ed82c4b7f39c558e898200431b.log","kubernetes.var.log.containers.disbursement-service-596488ccf7-q89wh_ba-disbursement_disbursement-service-16353eccd50da4a462a424daea5a8944147c70ed82c4b7f39c558e898200431b.log"
